suggestion_id;category;name;size;sweetness_pct;ice_pct;temperature;toppings;dairy;price_vnd;calories_kcal;caffeine_level;vegan;lactose_free;time_of_day;weather_tag;mood_tag;season;tags;rating_pred;created_at;description_vn
91;Sữa chua;Sữa chua xoài;M;50;0;Nóng;Trân châu đen, Kem cheese;Không sữa;44000;286;Thấp;FALSE;FALSE;Tối;Nắng nóng;Năng lượng;Đông;trái_cây;4.26;10/11/2025 12:26;Sữa chua xoài, size M, 50% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
92;Soda;Soda táo;M;0;70;Lạnh;;Sữa yến mạch;31000;126;Thấp;TRUE;TRUE;Trưa;Bình thường;Năng lượng;Xuân;trái_cây;4.06;10/11/2025 12:26;Soda táo, size M, 0% đường, 70% đá. Phù hợp bình thường • Năng lượng.
93;Trà sữa;Trà sữa tắc nướng;S;50;50;Lạnh;;Không sữa;29000;260;Thấp;TRUE;TRUE;Sáng;Mưa;Năng lượng;Thu;trái_cây;4.49;10/11/2025 12:26;Trà sữa tắc nướng, size S, 50% đường, 50% đá. Phù hợp mưa • Năng lượng.
94;Soda;Soda dâu;M;30;50;Lạnh;;Sữa tươi;31000;161;Thấp;FALSE;FALSE;Sáng;Mưa;Giải khát;Đông;trái_cây;4.53;10/11/2025 12:26;Soda dâu, size M, 30% đường, 50% đá. Phù hợp mưa • Giải khát.
95;Sữa chua;Sữa chua nha đam;L;100;100;Nóng;Trân châu sợi, Sương sáo;Sữa tươi;46000;429;Thấp;FALSE;FALSE;Tối;Nắng nóng;Giải khát;Đông;;4.35;10/11/2025 12:26;Sữa chua nha đam, size L, 100% đường, 100% đá. Phù hợp nắng nóng • Giải khát.
96;Cà phê;Cold brew;S;100;0;Nóng;Trân châu đen;Sữa tươi;31000;138;Cao;FALSE;FALSE;Chiều;Se lạnh;Tập trung;Xuân;cafein_cao;4.32;10/11/2025 12:26;Cold brew, size S, 100% đường, 0% đá. Phù hợp se lạnh • Tập trung.
97;Sữa chua;Sữa chua nha đam;M;100;0;Nóng;Bánh flan, Trân châu sợi;Sữa tươi;41000;429;Thấp;FALSE;FALSE;Chiều;Bình thường;Thư giãn;Xuân;;4.08;10/11/2025 12:26;Sữa chua nha đam, size M, 100% đường, 0% đá. Phù hợp bình thường • Thư giãn.
98;Cà phê;Cà phê cốt dừa;S;30;0;Lạnh;Hạnh nhân lát, Dừa khô;Sữa yến mạch;34000;107;Cao;TRUE;TRUE;Trưa;Se lạnh;Năng lượng;Thu;cafein_cao;3.98;10/11/2025 12:26;Cà phê cốt dừa, size S, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
99;Cà phê;Cold brew cam sả;M;50;0;Nóng;;Sữa đậu nành;33000;90;Cao;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Hạ;trái_cây, cafein_cao;3.9;10/11/2025 12:26;Cold brew cam sả, size M, 50% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
100;Sữa chua;Sữa chua xoài;L;50;70;Lạnh;Trân châu hoàng kim;Sữa yến mạch;43000;284;Thấp;TRUE;TRUE;Tối;Se lạnh;Thư giãn;Xuân;trái_cây;4.37;10/11/2025 12:26;Sữa chua xoài, size L, 50% đường, 70% đá. Phù hợp se lạnh • Thư giãn.
101;Đá xay;Oreo đá xay;M;50;50;Lạnh;;Sữa tươi;45000;400;Thấp;FALSE;FALSE;Chiều;Bình thường;Thư giãn;Hạ;;4.9;10/11/2025 12:26;Oreo đá xay, size M, 50% đường, 50% đá. Phù hợp bình thường • Thư giãn.
102;Trà trái cây;Trà vải hoa hồng;M;100;100;Lạnh;Bánh flan;Sữa tươi;33000;206;Trung bình;FALSE;FALSE;Trưa;Mưa;Thư giãn;Hạ;trái_cây;4.48;10/11/2025 12:26;Trà vải hoa hồng, size M, 100% đường, 100% đá. Phù hợp mưa • Thư giãn.
103;Trà sữa;Trà sữa ổi hồng phô mai;L;100;50;Nóng;;Không sữa;39000;312;Trung bình;TRUE;TRUE;Tối;Mưa;Năng lượng;Đông;trái_cây;4.09;10/11/2025 12:26;Trà sữa ổi hồng phô mai, size L, 100% đường, 50% đá. Phù hợp mưa • Năng lượng.
104;Cà phê;Cà phê trứng;M;100;70;Lạnh;Bánh flan, Pudding trứng;Sữa không lactose;39000;156;Cao;FALSE;FALSE;Sáng;Bình thường;Năng lượng;Xuân;cafein_cao;4.47;10/11/2025 12:26;Cà phê trứng, size M, 100% đường, 70% đá. Phù hợp bình thường • Năng lượng.
105;Sữa chua;Sữa chua việt quất;M;30;50;Nóng;Pudding trứng, Kem cheese;Không sữa;44000;263;Thấp;FALSE;FALSE;Trưa;Bình thường;Năng lượng;Xuân;;4.02;10/11/2025 12:26;Sữa chua việt quất, size M, 30% đường, 50% đá. Phù hợp bình thường • Năng lượng.
106;Đá xay;Oreo đá xay;M;70;0;Lạnh;;Không sữa;42000;345;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Năng lượng;Hạ;;3.61;10/11/2025 12:26;Oreo đá xay, size M, 70% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
107;Cà phê;Latte;S;70;70;Lạnh;Trân châu đen, Thạch nha đam;Không sữa;31000;112;Cao;TRUE;TRUE;Trưa;Bình thường;Tập trung;Thu;cafein_cao;3.76;10/11/2025 12:26;Latte, size S, 70% đường, 70% đá. Phù hợp bình thường • Tập trung.
108;Trà sữa;Trà sữa nho đen caramen;M;0;0;Nóng;Trân châu đen;Sữa đậu nành;40000;269;Thấp;TRUE;TRUE;Trưa;Se lạnh;Giải khát;Xuân;trái_cây;4.32;10/11/2025 12:26;Trà sữa nho đen caramen, size M, 0% đường, 0% đá. Phù hợp se lạnh • Giải khát.
109;Trà trái cây;Trà táo tươi;M;50;0;Lạnh;;Sữa đậu nành;30000;135;Thấp;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Xuân;trái_cây;3.94;10/11/2025 12:26;Trà táo tươi, size M, 50% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
110;Trà sữa;Trà sữa nho đen phô mai;S;100;50;Lạnh;;Sữa yến mạch;32000;351;Trung bình;TRUE;TRUE;Trưa;Bình thường;Giải khát;Hạ;trái_cây;4.62;10/11/2025 12:26;Trà sữa nho đen phô mai, size S, 100% đường, 50% đá. Phù hợp bình thường • Giải khát.
111;Trà sữa;Trà sữa quýt;S;30;0;Nóng;Dừa khô, Kem cheese;Sữa yến mạch;44000;349;Trung bình;FALSE;FALSE;Chiều;Nắng nóng;Thư giãn;Thu;trái_cây;3.94;10/11/2025 12:26;Trà sữa quýt, size S, 30% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
112;Trà sữa;Trà bá tước kem cheese kem trứng;M;70;70;Nóng;;Không sữa;40000;280;Trung bình;TRUE;TRUE;Tối;Se lạnh;Năng lượng;Xuân;kem_cheese;4.49;10/11/2025 12:26;Trà bá tước kem cheese kem trứng, size M, 70% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
113;Trà sữa;Trà sữa táo nướng;S;50;50;Nóng;Thạch phô mai;Sữa hạnh nhân;35000;336;Thấp;FALSE;FALSE;Tối;Se lạnh;Giải khát;Xuân;trái_cây;4.49;10/11/2025 12:26;Trà sữa táo nướng, size S, 50% đường, 50% đá. Phù hợp se lạnh • Giải khát.
114;Cà phê;Cold brew;L;50;0;Lạnh;Kem cheese;Sữa không lactose;47000;114;Cao;FALSE;FALSE;Trưa;Nắng nóng;Thư giãn;Đông;cafein_cao;3.45;10/11/2025 12:26;Cold brew, size L, 50% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
115;Trà sữa;Trà sữa ổi hồng kem trứng;M;100;30;Nóng;Sương sáo, Hạnh nhân lát;Sữa tươi;43000;507;Thấp;FALSE;FALSE;Chiều;Bình thường;Năng lượng;Thu;trái_cây;3.77;10/11/2025 12:26;Trà sữa ổi hồng kem trứng, size M, 100% đường, 30% đá. Phù hợp bình thường • Năng lượng.
116;Trà sữa;Trà sữa táo caramen;L;0;50;Nóng;Thạch đào, Bánh flan;Sữa không lactose;48000;338;Trung bình;FALSE;FALSE;Trưa;Nắng nóng;Thư giãn;Xuân;trái_cây;4.08;10/11/2025 12:26;Trà sữa táo caramen, size L, 0% đường, 50% đá. Phù hợp nắng nóng • Thư giãn.
117;Soda;Soda chanh;L;50;50;Lạnh;Dừa khô, Thạch phô mai;Sữa yến mạch;42000;204;Thấp;FALSE;FALSE;Chiều;Mưa;Thư giãn;Thu;trái_cây;4.16;10/11/2025 12:26;Soda chanh, size L, 50% đường, 50% đá. Phù hợp mưa • Thư giãn.
118;Trà sữa;Trà sữa dâu kem cheese;S;100;100;Nóng;Dừa khô;Không sữa;38000;358;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Đông;kem_cheese, trái_cây;4.19;10/11/2025 12:26;Trà sữa dâu kem cheese, size S, 100% đường, 100% đá. Phù hợp se lạnh • Giải khát.
119;Đá xay;Xoài đá xay;M;30;50;Lạnh;Hạnh nhân lát;Sữa đậu nành;48000;380;Thấp;TRUE;TRUE;Chiều;Mưa;Thư giãn;Hạ;trái_cây;4.05;10/11/2025 12:26;Xoài đá xay, size M, 30% đường, 50% đá. Phù hợp mưa • Thư giãn.
120;Trà sữa;Trà sữa nhài kem cheese;S;30;50;Nóng;Thạch nha đam, Thạch đào;Sữa đậu nành;44000;349;Trung bình;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Hạ;kem_cheese, trái_cây;4.29;10/11/2025 12:26;Trà sữa nhài kem cheese, size S, 30% đường, 50% đá. Phù hợp se lạnh • Tập trung.
121;Sữa chua;Sữa chua xoài;S;100;100;Nóng;Bánh flan, Trân châu đen;Không sữa;33000;343;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Năng lượng;Hạ;trái_cây;4.55;10/11/2025 12:26;Sữa chua xoài, size S, 100% đường, 100% đá. Phù hợp nắng nóng • Năng lượng.
122;Đá xay;Oreo đá xay;M;70;100;Lạnh;;Sữa yến mạch;45000;388;Thấp;TRUE;TRUE;Tối;Mưa;Giải khát;Thu;;4.08;10/11/2025 12:26;Oreo đá xay, size M, 70% đường, 100% đá. Phù hợp mưa • Giải khát.
123;Soda;Soda việt quất;S;70;70;Lạnh;Sương sáo;Sữa tươi;29000;217;Thấp;FALSE;FALSE;Chiều;Se lạnh;Năng lượng;Đông;;3.6;10/11/2025 12:26;Soda việt quất, size S, 70% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
124;Cà phê;Mocha;M;50;30;Nóng;;Sữa hạnh nhân;33000;90;Cao;TRUE;TRUE;Trưa;Mưa;Tập trung;Xuân;cafein_cao;3.84;10/11/2025 12:26;Mocha, size M, 50% đường, 30% đá. Phù hợp mưa • Tập trung.
125;Đá xay;Xoài đá xay;M;30;30;Lạnh;Bánh flan, Sương sáo;Sữa tươi;51000;478;Thấp;FALSE;FALSE;Trưa;Bình thường;Giải khát;Đông;trái_cây;4.72;10/11/2025 12:26;Xoài đá xay, size M, 30% đường, 30% đá. Phù hợp bình thường • Giải khát.
126;Đá xay;Matcha đá xay;S;70;100;Lạnh;Thạch đào;Sữa tươi;43000;496;Trung bình;FALSE;FALSE;Chiều;Nắng nóng;Tập trung;Thu;matcha;4.14;10/11/2025 12:26;Matcha đá xay, size S, 70% đường, 100% đá. Phù hợp nắng nóng • Tập trung.
127;Soda;Soda táo;M;100;0;Lạnh;Kem cheese, Pudding trứng;Sữa yến mạch;43000;245;Thấp;FALSE;FALSE;Chiều;Bình thường;Năng lượng;Xuân;trái_cây;4.0;10/11/2025 12:26;Soda táo, size M, 100% đường, 0% đá. Phù hợp bình thường • Năng lượng.
128;Sữa chua;Sữa chua thạch trái cây;S;100;50;Lạnh;;Sữa đậu nành;30000;297;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Thư giãn;Xuân;;3.99;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 100% đường, 50% đá. Phù hợp nắng nóng • Thư giãn.
129;Cà phê;Mocha;L;30;30;Nóng;Trân châu đen;Sữa tươi;41000;105;Cao;FALSE;FALSE;Trưa;Se lạnh;Giải khát;Đông;cafein_cao;3.62;10/11/2025 12:26;Mocha, size L, 30% đường, 30% đá. Phù hợp se lạnh • Giải khát.
130;Sữa chua;Sữa chua xoài;M;100;50;Lạnh;;Sữa yến mạch;35000;297;Thấp;TRUE;TRUE;Chiều;Bình thường;Năng lượng;Đông;trái_cây;4.62;10/11/2025 12:26;Sữa chua xoài, size M, 100% đường, 50% đá. Phù hợp bình thường • Năng lượng.
131;Cà phê;Americano;L;70;100;Nóng;Thạch phô mai, Trân châu sợi;Sữa tươi;44000;17;Cao;FALSE;FALSE;Tối;Se lạnh;Thư giãn;Xuân;cafein_cao;4.28;10/11/2025 12:26;Americano, size L, 70% đường, 100% đá. Phù hợp se lạnh • Thư giãn.
132;Trà trái cây;Trà bưởi;M;100;0;Lạnh;;Sữa yến mạch;30000;162;Trung bình;TRUE;TRUE;Trưa;Bình thường;Thư giãn;Đông;trái_cây;4.15;10/11/2025 12:26;Trà bưởi, size M, 100% đường, 0% đá. Phù hợp bình thường • Thư giãn.
133;Sữa chua;Sữa chua nha đam;L;0;30;Lạnh;Trân châu sợi;Sữa đậu nành;43000;227;Thấp;TRUE;TRUE;Tối;Se lạnh;Thư giãn;Đông;;4.77;10/11/2025 12:26;Sữa chua nha đam, size L, 0% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
134;Cà phê;Mocha;M;50;100;Nóng;;Không sữa;30000;80;Cao;TRUE;TRUE;Chiều;Se lạnh;Thư giãn;Thu;cafein_cao;4.56;10/11/2025 12:26;Mocha, size M, 50% đường, 100% đá. Phù hợp se lạnh • Thư giãn.
135;Soda;Soda dâu;L;70;50;Lạnh;Dừa khô;Sữa yến mạch;39000;195;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Giải khát;Đông;trái_cây;4.63;10/11/2025 12:26;Soda dâu, size L, 70% đường, 50% đá. Phù hợp nắng nóng • Giải khát.
136;Trà trái cây;Trà tắc mật ong;L;0;50;Nóng;Thạch phô mai;Sữa đậu nành;38000;124;Thấp;FALSE;FALSE;Trưa;Se lạnh;Năng lượng;Hạ;trái_cây;3.56;10/11/2025 12:26;Trà tắc mật ong, size L, 0% đường, 50% đá. Phù hợp se lạnh • Năng lượng.
137;Soda;Soda cam;M;0;100;Lạnh;;Sữa tươi;31000;140;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Giải khát;Thu;trái_cây;4.48;10/11/2025 12:26;Soda cam, size M, 0% đường, 100% đá. Phù hợp nắng nóng • Giải khát.
138;Trà sữa;Trà sữa dâu;L;30;70;Nóng;Thạch đào;Sữa không lactose;45000;343;Trung bình;FALSE;TRUE;Chiều;Nắng nóng;Tập trung;Hạ;trái_cây;4.2;10/11/2025 12:26;Trà sữa dâu, size L, 30% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
139;Soda;Soda việt quất;L;30;70;Lạnh;Pudding trứng, Trân châu đen;Sữa đậu nành;42000;188;Thấp;FALSE;TRUE;Tối;Mưa;Năng lượng;Xuân;;3.41;10/11/2025 12:26;Soda việt quất, size L, 30% đường, 70% đá. Phù hợp mưa • Năng lượng.
140;Sữa chua;Sữa chua thạch trái cây;S;50;50;Nóng;Dừa khô, Thạch phô mai;Sữa đậu nành;36000;321;Thấp;FALSE;FALSE;Trưa;Bình thường;Năng lượng;Hạ;;4.61;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 50% đường, 50% đá. Phù hợp bình thường • Năng lượng.
141;Cà phê;Bạc xỉu;L;50;30;Lạnh;Thạch nha đam, Bánh flan;Sữa đậu nành;44000;117;Cao;FALSE;FALSE;Trưa;Mưa;Giải khát;Đông;cafein_cao;4.17;10/11/2025 12:26;Bạc xỉu, size L, 50% đường, 30% đá. Phù hợp mưa • Giải khát.
142;Trà sữa;Trà sữa chanh dây kem cheese;M;30;0;Nóng;;Sữa hạnh nhân;43000;269;Trung bình;TRUE;TRUE;Chiều;Se lạnh;Tập trung;Thu;kem_cheese, trái_cây;4.38;10/11/2025 12:26;Trà sữa chanh dây kem cheese, size M, 30% đường, 0% đá. Phù hợp se lạnh • Tập trung.
143;Soda;Soda dâu;S;0;70;Lạnh;;Sữa đậu nành;26000;126;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Năng lượng;Thu;trái_cây;4.32;10/11/2025 12:26;Soda dâu, size S, 0% đường, 70% đá. Phù hợp nắng nóng • Năng lượng.
144;Trà trái cây;Trà sen;L;50;70;Nóng;Trân châu sợi, Thạch đào;Sữa tươi;41000;195;Thấp;FALSE;FALSE;Tối;Se lạnh;Tập trung;Xuân;trái_cây;3.49;10/11/2025 12:26;Trà sen, size L, 50% đường, 70% đá. Phù hợp se lạnh • Tập trung.
145;Sữa chua;Sữa chua thạch trái cây;S;100;30;Lạnh;;Sữa đậu nành;30000;297;Thấp;TRUE;TRUE;Sáng;Mưa;Giải khát;Xuân;;4.75;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 100% đường, 30% đá. Phù hợp mưa • Giải khát.
146;Đá xay;Xoài đá xay;S;30;100;Lạnh;Bánh flan;Không sữa;40000;338;Thấp;FALSE;FALSE;Tối;Se lạnh;Tập trung;Đông;trái_cây;3.78;10/11/2025 12:26;Xoài đá xay, size S, 30% đường, 100% đá. Phù hợp se lạnh • Tập trung.
147;Trà sữa;Trà bá tước kem cheese nướng;M;0;100;Lạnh;Trân châu hoàng kim, Hạnh nhân lát;Sữa tươi;49000;338;Trung bình;FALSE;FALSE;Tối;Mưa;Thư giãn;Đông;kem_cheese;3.96;10/11/2025 12:26;Trà bá tước kem cheese nướng, size M, 0% đường, 100% đá. Phù hợp mưa • Thư giãn.
148;Đá xay;Cà phê dừa đá xay;L;70;70;Lạnh;;Sữa tươi;50000;432;Thấp;FALSE;FALSE;Chiều;Nắng nóng;Thư giãn;Đông;;4.19;10/11/2025 12:26;Cà phê dừa đá xay, size L, 70% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
149;Soda;Soda dâu;L;0;50;Lạnh;Thạch phô mai;Sữa đậu nành;39000;144;Thấp;FALSE;FALSE;Tối;Mưa;Thư giãn;Đông;trái_cây;3.92;10/11/2025 12:26;Soda dâu, size L, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
150;Cà phê;Cà phê muối;L;0;0;Nóng;Trân châu đen;Không sữa;38000;73;Cao;TRUE;TRUE;Trưa;Nắng nóng;Tập trung;Xuân;cafein_cao;4.07;10/11/2025 12:26;Cà phê muối, size L, 0% đường, 0% đá. Phù hợp nắng nóng • Tập trung.
151;Soda;Soda táo;L;30;0;Lạnh;Thạch đào;Sữa tươi;39000;185;Thấp;FALSE;FALSE;Sáng;Mưa;Năng lượng;Hạ;trái_cây;4.62;10/11/2025 12:26;Soda táo, size L, 30% đường, 0% đá. Phù hợp mưa • Năng lượng.
152;Soda;Soda cam;M;100;50;Lạnh;;Sữa tươi;31000;210;Thấp;FALSE;FALSE;Trưa;Bình thường;Năng lượng;Thu;trái_cây;3.49;10/11/2025 12:26;Soda cam, size M, 100% đường, 50% đá. Phù hợp bình thường • Năng lượng.
153;Sữa chua;Sữa chua xoài;M;70;100;Nóng;;Sữa yến mạch;35000;267;Thấp;TRUE;TRUE;Tối;Se lạnh;Giải khát;Đông;trái_cây;3.62;10/11/2025 12:26;Sữa chua xoài, size M, 70% đường, 100% đá. Phù hợp se lạnh • Giải khát.
154;Đá xay;Socola đá xay;L;70;30;Lạnh;Thạch nha đam, Pudding trứng;Sữa đậu nành;56000;505;Thấp;FALSE;TRUE;Sáng;Bình thường;Giải khát;Hạ;;3.98;10/11/2025 12:26;Socola đá xay, size L, 70% đường, 30% đá. Phù hợp bình thường • Giải khát.
155;Cà phê;Cà phê muối;M;0;70;Nóng;;Sữa đậu nành;33000;72;Cao;TRUE;TRUE;Trưa;Nắng nóng;Năng lượng;Đông;cafein_cao;4.41;10/11/2025 12:26;Cà phê muối, size M, 0% đường, 70% đá. Phù hợp nắng nóng • Năng lượng.
156;Sữa chua;Sữa chua việt quất;L;30;100;Lạnh;Sương sáo;Sữa yến mạch;43000;261;Thấp;TRUE;TRUE;Sáng;Mưa;Thư giãn;Xuân;;4.52;10/11/2025 12:26;Sữa chua việt quất, size L, 30% đường, 100% đá. Phù hợp mưa • Thư giãn.
157;Đá xay;Socola đá xay;L;30;70;Lạnh;Dừa khô, Sương sáo;Sữa yến mạch;56000;430;Thấp;TRUE;TRUE;Tối;Bình thường;Năng lượng;Thu;;3.79;10/11/2025 12:26;Socola đá xay, size L, 30% đường, 70% đá. Phù hợp bình thường • Năng lượng.
158;Sữa chua;Sữa chua nha đam;M;70;50;Lạnh;;Sữa đậu nành;35000;267;Thấp;TRUE;TRUE;Sáng;Mưa;Thư giãn;Xuân;;3.79;10/11/2025 12:26;Sữa chua nha đam, size M, 70% đường, 50% đá. Phù hợp mưa • Thư giãn.
159;Sữa chua;Sữa chua thạch trái cây;L;50;30;Lạnh;;Sữa đậu nành;40000;247;Thấp;TRUE;TRUE;Trưa;Bình thường;Năng lượng;Thu;;4.55;10/11/2025 12:26;Sữa chua thạch trái cây, size L, 50% đường, 30% đá. Phù hợp bình thường • Năng lượng.
160;Đá xay;Dâu đá xay;M;70;70;Lạnh;;Sữa yến mạch;45000;388;Thấp;TRUE;TRUE;Trưa;Mưa;Giải khát;Hạ;trái_cây;4.78;10/11/2025 12:26;Dâu đá xay, size M, 70% đường, 70% đá. Phù hợp mưa • Giải khát.
161;Sữa chua;Sữa chua việt quất;M;0;0;Lạnh;Trân châu sợi;Sữa tươi;38000;252;Thấp;FALSE;FALSE;Sáng;Mưa;Tập trung;Hạ;;4.16;10/11/2025 12:26;Sữa chua việt quất, size M, 0% đường, 0% đá. Phù hợp mưa • Tập trung.
162;Cà phê;Cà phê sữa đá;M;100;70;Nóng;;Sữa yến mạch;33000;108;Cao;TRUE;TRUE;Tối;Nắng nóng;Tập trung;Thu;cafein_cao;4.2;10/11/2025 12:26;Cà phê sữa đá, size M, 100% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
163;Cà phê;Cà phê sữa đá;M;70;30;Lạnh;Dừa khô, Pudding trứng;Không sữa;36000;112;Cao;FALSE;TRUE;Trưa;Se lạnh;Năng lượng;Thu;cafein_cao;4.59;10/11/2025 12:26;Cà phê sữa đá, size M, 70% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
164;Trà sữa;Trà sữa bưởi caramen;L;30;50;Lạnh;Trân châu sợi;Sữa tươi;45000;343;Thấp;FALSE;FALSE;Tối;Bình thường;Giải khát;Đông;trái_cây;3.48;10/11/2025 12:26;Trà sữa bưởi caramen, size L, 30% đường, 50% đá. Phù hợp bình thường • Giải khát.
165;Trà sữa;Trà sữa táo;M;50;100;Lạnh;Trân châu đen, Thạch đào;Không sữa;40000;338;Trung bình;TRUE;TRUE;Chiều;Nắng nóng;Tập trung;Thu;trái_cây;4.75;10/11/2025 12:26;Trà sữa táo, size M, 50% đường, 100% đá. Phù hợp nắng nóng • Tập trung.
166;Sữa chua;Sữa chua việt quất;S;50;0;Lạnh;Thạch phô mai;Sữa đậu nành;33000;284;Thấp;FALSE;FALSE;Sáng;Se lạnh;Thư giãn;Hạ;;4.25;10/11/2025 12:26;Sữa chua việt quất, size S, 50% đường, 0% đá. Phù hợp se lạnh • Thư giãn.
167;Đá xay;Dâu đá xay;L;50;70;Lạnh;Pudding trứng, Trân châu hoàng kim;Sữa yến mạch;56000;468;Thấp;FALSE;TRUE;Sáng;Nắng nóng;Giải khát;Hạ;trái_cây;4.66;10/11/2025 12:26;Dâu đá xay, size L, 50% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
168;Cà phê;Cold brew;L;100;70;Nóng;;Sữa không lactose;38000;120;Cao;FALSE;TRUE;Tối;Bình thường;Thư giãn;Thu;cafein_cao;4.23;10/11/2025 12:26;Cold brew, size L, 100% đường, 70% đá. Phù hợp bình thường • Thư giãn.
169;Đá xay;Cà phê dừa đá xay;S;100;70;Lạnh;;Sữa yến mạch;40000;432;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Tập trung;Thu;;3.63;10/11/2025 12:26;Cà phê dừa đá xay, size S, 100% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
